Ligand,Source,SourceID,Affinity,TotalModes,SimScore,SMILES,MW,TPSA,HBD,HBA,RotB,LogP
mol_4576,PubChem,565776,-7.132,9,44,[H]C([H])([H])C1(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])[C@]([H])(OC(=O)c1c(F)c(F)c(F)c(F)c1F)C2([H])[H],348.31,26.3,0,2,5,4.75
mol_1598,PubChem,2879394,-7.035,9,11,[H]c1c([H])c([H])c([C@]2([H])N(C(=O)C([H])([H])C([H])([H])C(=O)[O-])N=C(c3c([H])c([H])c(OC([H])([H])[H])c([H])c3[H])C2([H])[H])c([H])c1[H],351.38,82.03,0,5,7,1.9
mol_4490,PubChem,86810495,-7.417,9,17,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])C([H])([H])C([H])([H])C(C(=O)[O-])(C([H])([H])[H])C([H])([H])[H],352.41,78.46,1,4,8,2.69
mol_4646,PubChem,5164404,-7.341,9,33,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N(C([H])([H])[H])[C@]([H])(C(=O)[O-])C([H])(C([H])([H])[H])C([H])([H])[H],352.41,69.67,0,4,8,2.64
mol_4552,PubChem,9551781,-7.075,9,0,[H]c1c([H])c([H])c(-c2nc(N([H])[C@]([H])(C(=O)[O-])C([H])(C([H])([H])[H])C([H])([H])[H])c3oc4c([H])c([H])c([H])c([H])c4c3n2)c([H])c1[H],360.39,91.08,1,6,7,3.23
mol_4732,PubChem,2000195,-7.12,9,0,[H]c1c([H])c([H])c(-c2nc(N([H])[C@]([H])(C(=O)[O-])C([H])(C([H])([H])[H])C([H])([H])[H])c3oc4c([H])c([H])c([H])c([H])c4c3n2)c([H])c1[H],360.39,91.08,1,6,7,3.23
mol_1016,PubChem,140476571,-7.53,9,6,[H]Oc1c2c(c([O-])c3c([H])c([H])c([H])c(OC([H])([H])[H])c13)C(=O)c1c([H])c(C(=O)C([H])([H])[H])c([H])c([H])c1C2=O,361.33,103.73,1,6,5,2.61
mol_2623,PubChem,183430,-7.383,9,0,[H]Oc1c([H])c([H])c2nc([H])c([H])c(-c3c([O-])c([H])c([H])c4c3c(C([H])([H])[C@]([H])(C(=O)[O-])N([H])[H])c([H])n4[H])c2c1[H],361.36,138.12,3,6,6,0.78
mol_2315,PubChem,74319446,-7.273,9,0,[H]c1c(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c2oc(=O)c([H])c(C([H])([H])[H])c2c1[H],361.4,101.12,3,4,6,3.09
mol_1622,PubChem,7020817,-7.268,9,11,[H]c1c(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c2oc(=O)c([H])c(C([H])([H])[H])c2c1[H],361.4,101.12,3,4,6,3.09
mol_2434,PubChem,24802555,-7.286,9,6,[H]c1c(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c2oc(=O)c([H])c(C([H])([H])[H])c2c1[H],361.4,101.12,3,4,6,3.09
mol_673,PubChem,169434532,-7.369,9,0,[H]Oc1c2c(c([O-])c3c([H])c([H])c([H])c(OC([H])([H])[H])c13)C(=O)c1c([H])c(C(=O)[O-])c([H])c([H])c1C2=O,362.29,126.79,1,7,4,0.77
mol_4326,PubChem,7095383,-7.168,9,17,[H]c1c([H])c([H])c2c(c1[H])C([H])([H])N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c1c([H])n([H])c3c([H])c([H])c([H])c([H])c13)C2([H])[H],362.41,97.05,3,4,5,0.66
mol_3214,PubChem,176484097,-7.685,9,0,[H]Oc1c2c(c([O-])c3c(O[H])c([H])c([H])c([H])c13)C(=O)c1c([H])c([H])c(C(=O)OC([H])([H])[H])c([H])c1C2=O,363.3,123.96,2,7,4,1.89
mol_141,PubChem,122582123,-7.416,9,11,[H]c1nc([H])c2c([H])c([H])c([C@@]([H])(C([H])([H])[H])C([H])([H])C(=O)[O-])c([H])c2c1-c1c([H])c([H])c(C#N)c2c([H])c([H])c([H])c([H])c12,365.41,76.81,0,4,5,4.17
mol_1662,PubChem,159621,-7.204,9,6,[H]C1=C2C([H])([H])C([H])([H])[C@@]3([H])[C@@]([H])(C([H])([H])C([H])([H])[C@@]4(C([H])([H])[H])[C@]([H])([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)[O-])C([H])([H])C([H])([H])[C@@]34[H])[C@]2(C([H])([H])[H])C([H])([H])C([H])([H])C1=O,371.54,57.2,0,3,7,4.3
mol_4741,PubChem,16119276,-7.079,9,0,[H]c1c([N+](=O)[O-])c([H])c2c([H])c([N+](=O)[O-])c([H])c3c2c1C(=O)N(C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])C3=O,372.27,163.79,0,8,6,0.78
mol_1254,PubChem,24215195,-7.344,9,0,[H]c1c([H])c([H])c2c([H])c(N([H])C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)c([H])c([H])c2c1[H],372.4,97.05,3,3,5,2.8
mol_2230,PubChem,6386107,-7.206,9,17,[H]C(C(=O)N([H])C([H])([H])C(=O)[N-]N=C(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C([H])([H])C(=O)[O-])=C([H])c1c([H])c([H])c([H])c([H])c1[H],377.4,112.76,1,5,9,1.65
mol_2062,PubChem,46737291,-7.035,9,22,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])C(F)(F)F,378.33,78.46,1,4,5,2.6
mol_2830,PubChem,22661402,-7.178,9,22,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])[C@@]([H])(C(F)(F)F)C([H])([H])C(=O)[O-],378.33,78.46,1,4,5,2.6
mol_2970,PubChem,40429691,-7.05,9,6,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])C(F)(F)F,378.33,78.46,1,4,5,2.6
mol_4084,PubChem,1780852,-7.105,9,11,[H]c1c([H])c(N([H])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c2c1OC([H])([H])C([H])([H])O2,380.38,115.51,3,5,5,1.42
mol_762,PubChem,7091587,-7.609,9,11,[H]c1c([H])c([H])c2c(N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)c3c([H])c([H])c([H])c([H])c3nc2c1[H],380.43,80.84,2,4,5,3.64
mol_1325,PubChem,7091589,-7.591,9,6,[H]c1c([H])c([H])c2c(N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)c3c([H])c([H])c([H])c([H])c3nc2c1[H],380.43,80.84,2,4,5,3.64
mol_872,PubChem,610081,-7.621,9,6,[H]c1c([H])c([H])c2c(N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)c3c([H])c([H])c([H])c([H])c3nc2c1[H],380.43,80.84,2,4,5,3.64
mol_3095,PubChem,176484098,-7.239,9,0,[H]Oc1c([H])c([H])c([H])c2c1C(=O)c1c(O[H])c3c(c([O-])c1C2=O)C([H])=C(C(=O)C([H])([H])O[H])C([H])([H])[C@@]3([H])O[H],381.32,155.19,4,8,6,0.33
mol_4877,PubChem,10894269,-7.348,9,22,[H]c1c([H])c(OC([H])([H])[C@]([H])(N([H])C(=O)c2c([H])c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c2[H])C([H])([H])C(=O)[O-])c([H])c(C(N([H])[H])=[N+]([H])[H])c1[H],384.42,181.68,5,4,9,-4.07
mol_861,PubChem,3578529,-7.323,9,0,[H]c1c([H])c([H])c2c(oc3c(N([H])[C@]([H])(C(=O)[O-])C([H])([H])c4c([H])n([H])c5c([H])c([H])c([H])c([H])c45)nc(C([H])([H])[H])nc32)c1[H],385.4,106.87,2,6,6,2.94
mol_2285,PubChem,11717997,-7.79,9,0,[H]c1c([H])c([H])c(C#Cc2c([H])c([H])c(C(=O)[C@]([H])(C([H])([H])C(=O)[O-])C([H])([H])c3c([H])c([H])c(F)c([H])c3[H])c([H])c2[H])c([H])c1[H],385.41,57.2,0,3,6,3.41
mol_142,PubChem,130767,-7.636,9,22,[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C(=O)ON4C(=O)C([H])([H])C([H])([H])C4=O)c4c([H])c([H])c(c1[H])c2c34,385.42,63.68,0,4,5,4.51
mol_133,PubChem,85692231,-7.4,9,6,[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c4c(C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])c([H])c5c([H])c([H])c6c([H])c([H])c1c1c2c3c4c5c61,385.44,40.13,0,2,4,5.99
mol_2562,PubChem,11740971,-7.062,9,6,[H]Oc1c2c(c([H])c([H])c1[C@@]([H])(C(=O)[O-])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])c1c([H])c([H])c([H])c([O-])c1C2=O,386.4,100.49,1,5,6,2.07
mol_2836,PubChem,13938754,-7.367,9,11,[H]c1c([H])c(OC([H])([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)c([H])c(SC([H])([H])c2oc(=O)c([H])c(C([H])([H])[H])c2[H])c1[H],388.49,39.44,0,4,7,5.97
mol_3487,PubChem,2965190,-7.149,8,0,[H]OC(C#Cc1c([H])c([H])c(C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H])(C([H])([H])[H])C([H])([H])[H],389.43,105.25,3,4,8,1.38
mol_2660,PubChem,12237954,-7.117,9,0,[H]c1c([H])c([H])c2c([H])c(C(=O)N([H])[C@]([H])(C(=O)OC([H])([H])[H])C([H])([H])c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)c(=O)oc2c1[H],390.39,101.4,2,5,6,2.79
mol_3997,PubChem,28935446,-7.131,9,11,[H]c1c([H])c(C(=O)N([H])[C@@]([H])(C(=O)OC([H])([H])[H])C([H])([H])c2c([H])n([H])c3c([H])c([H])c([H])c([H])c23)c([H])c(-n2nnnc2[H])c1[H],390.4,114.79,2,6,7,1.66
mol_3606,PubChem,45927104,-7.468,9,0,[H]C(=C(C(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12)N([H])C(=O)C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1[H],390.42,114.12,3,4,8,1.12
mol_529,PubChem,135441680,-7.782,9,22,[H]c1c([H])c([H])c2c(C(=O)[C@@]([H])(C(=O)C(=O)OC([H])([H])[H])c3nc4n(c3[O-])C(=[N+]([H])[H])N=N4)c([H])c([H])c([H])c2c1[H],391.34,151.63,1,7,6,-0.12
mol_104,PubChem,118796466,-7.541,9,17,[H]c1c([H])c([H])c2c(C(=O)c3c([H])c([H])c4c(c3[H])c3c([H])c([H])c([H])c([H])c3n4C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c([H])c([H])c2c1[H],391.51,22.0,0,1,7,7.37
mol_4771,PubChem,3843083,-7.174,9,0,[H]c1c([H])c([H])c(-c2c(OC(=O)C([H])([H])C([H])([H])C([H])([H])[H])c3c([H])c([H])c([H])c([H])c3c3nc4c([H])c([H])c([H])c([H])c4nc23)c([H])c1[H],392.46,52.08,0,4,5,6.31
mol_3010,PubChem,44313347,-7.309,9,11,[H]c1c([H])c(C(N([H])[H])=[N+]([H])[H])c([H])c([H])c1Oc1nc2c([H])c([C@]([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c([H])c2c(C([H])([H])[H])c1[H],392.48,100.03,2,4,10,2.86
mol_671,PubChem,134452651,-7.33,9,0,[H]C1=C2[C@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(OC(=O)c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])[C@@]3([H])C([H])([H])C([H])([H])[C@]2([H])[C@@]2([H])C([H])([H])C([H])([H])C(=O)[C@@]2(C([H])([H])[H])C1([H])[H],392.54,43.37,0,3,4,5.74
mol_2732,PubChem,171369664,-7.166,9,0,[H]Oc1c([H])c(C(=O)C([H])([H])O[H])c([H])c2c([O-])c3c(c(O[H])c12)C(=O)c1c(OC([H])([H])[H])c([H])c([H])c([H])c1C3=O,393.33,144.19,3,8,7,1.28
mol_4099,PubChem,46780584,-7.04,9,6,[H]Oc1c([H])c(C(=O)C([H])([H])O[H])c([H])c2c1C(=O)c1c(c([O-])c3c([H])c([H])c([H])c(OC([H])([H])[H])c3c1O[H])C2=O,393.33,144.19,3,8,7,1.28
mol_1083,PubChem,10810596,-7.014,9,33,[H]C([H])=C([H])C(c1c(C([H])([H])[C@]2([H])C(=O)N([H])[C@@]([H])(C([H])([H])[H])C(=O)N2[H])c2c([H])c(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2n1[H])(C([H])([H])[H])C([H])([H])[H],393.53,73.99,3,2,11,3.69
mol_4130,PubChem,168266273,-7.23,9,28,[H]C(=C(C#N)C(=O)N([H])[C@]([H])(c1c([H])c([H])c([H])c([H])c1Cl)C([H])([H])[H])c1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H],393.92,56.13,1,3,6,5.11
mol_3306,PubChem,10916251,-7.002,9,11,[H]c1c([H])c(C([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c1OC([H])([H])[H],394.41,61.39,1,4,11,3.32
mol_2108,PubChem,176484105,-7.403,9,0,[H]Oc1c2c(c([O-])c3c1C([H])([H])[C@](O[H])(C(=O)C([H])([H])O[H])C([H])=C3[H])C(=O)c1c(OC([H])([H])[H])c([H])c([H])c([H])c1C2=O,395.34,144.19,3,8,7,0.11
mol_1498,PubChem,135544059,-7.246,9,0,[H]c1nc2nc(C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])n3nc(-c4c([H])c([H])c(-c5c([H])c([H])c([H])c([H])c5[H])c([H])c4[H])nc3c2[n-]1,396.41,110.2,0,6,6,2.04
mol_2997,PubChem,12309123,-7.399,9,0,[H]Oc1c2c(c([O-])c3c1C([H])([H])[C@](O[H])(C(=O)C([H])([H])[H])C([H])([H])[C@@]3([H])O[H])C(=O)c1c(OC([H])([H])[H])c([H])c([H])c([H])c1C2=O,397.36,144.19,3,8,7,0.55
mol_2944,PubChem,83843,-7.324,9,0,[H]Oc1c2c(c([O-])c3c1C([H])([H])[C@](O[H])(C(=O)C([H])([H])[H])C([H])([H])[C@@]3([H])O[H])C(=O)c1c(OC([H])([H])[H])c([H])c([H])c([H])c1C2=O,397.36,144.19,3,8,7,0.55
mol_2256,PubChem,419026,-7.448,9,0,[H]Oc1c2c(c([O-])c3c1C([H])([H])[C@](O[H])(C(=O)C([H])([H])[H])C([H])([H])[C@@]3([H])O[H])C(=O)c1c(OC([H])([H])[H])c([H])c([H])c([H])c1C2=O,397.36,144.19,3,8,7,0.55
mol_4822,PubChem,7036310,-7.003,9,0,[H]c1c([H])c([H])c(-c2c([H])c([H])c(C(=O)N([H])[C@@]([H])(C(=O)OC([H])([H])[H])C([H])([H])c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)c([H])c2[H])c([H])c1[H],398.46,71.19,2,3,7,4.35
mol_4288,PubChem,58115436,-7.298,8,0,[H]c1c([O-])c(OC([H])([H])C([H])([H])[H])c([H])c2c1C([H])([H])C([H])([H])[C@@]1([H])[C@]3([H])[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])C([H])([H])C(=O)[C@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]21[H],398.5,89.49,0,5,8,2.73
mol_957,PubChem,3551667,-7.346,9,0,[H]c1c([H])c([H])c2c(oc3c(N([H])[C@]([H])(C(=O)[O-])C([H])([H])c4c([H])n([H])c5c([H])c([H])c([H])c([H])c45)nc(C([H])([H])C([H])([H])[H])nc32)c1[H],399.43,106.87,2,6,7,3.19
mol_779,PubChem,664982,-7.309,9,0,[H]c1c([H])c([H])c2c(oc3c(N([H])[C@]([H])(C(=O)[O-])C([H])([H])c4c([H])n([H])c5c([H])c([H])c([H])c([H])c45)nc(C([H])([H])C([H])([H])[H])nc32)c1[H],399.43,106.87,2,6,7,3.19
mol_2911,PubChem,4608,-7.231,9,22,[H]c1c([H])c([H])c(-c2noc(C([H])([H])[H])c2C(=O)N([H])[C@@]2([H])C(=O)N3[C@]2([H])SC(C([H])([H])[H])(C([H])([H])[H])[C@]3([H])C(=O)[O-])c([H])c1[H],400.44,115.57,1,7,7,0.56
mol_2496,PubChem,2761467,-7.27,9,0,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])N([H])C(=O)OC([H])([H])C2([H])c3c([H])c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c32)c([H])c1[H],400.45,78.46,1,4,7,3.28
mol_4149,PubChem,296705,-7.486,9,6,[H]c1c([H])c([H])c(-c2oc(=O)c(-c3c([H])c([H])c([H])c([H])c3[H])c(-c3c([H])c([H])c([H])c([H])c3[H])c2-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],400.48,30.21,0,2,4,7.31
mol_4733,PubChem,72209044,-7.43,9,28,[H]c1nc([H])c(C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])N([H])C(=O)OC([H])([H])C2([H])c3c([H])c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c32)c([H])c1[H],401.44,91.35,1,5,7,2.67
mol_3721,PubChem,103666203,-7.454,9,28,[H]c1nc(C([H])([H])C([H])([H])[C@]([H])(C(=O)[O-])N([H])C(=O)OC([H])([H])C2([H])c3c([H])c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c32)c([H])c([H])c1[H],401.44,91.35,1,5,7,2.67
mol_3304,PubChem,53397938,-7.058,9,28,[H]c1nc([H])c(C([H])([H])[C@@]([H])(N([H])C(=O)OC([H])([H])C2([H])c3c([H])c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c32)C([H])([H])C(=O)[O-])c([H])c1[H],401.44,91.35,1,5,7,2.67
mol_4778,PubChem,6351297,-7.97,9,0,[H]c1c([O-])c([H])c2oc(=O)c([H])c(C([H])([H])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)c2c1[H],404.38,138.29,2,6,6,0.37
mol_3231,PubChem,1955105,-7.562,9,6,[H]c1c([H])c([H])c2c(=O)n(C([H])([H])C([H])([H])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)nnc2c1[H],404.41,132.8,2,6,7,0.14
mol_2569,PubChem,1970916,-7.436,9,0,[H]c1c([H])c([H])c2c(=O)n([C@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)C([H])([H])[H])nnc2c1[H],404.41,132.8,2,6,7,0.31
mol_1111,PubChem,134203851,-7.355,9,11,[H]C1=C([H])c2c([H])c([H])c([H])c([H])c2C([H])([H])N(C(=O)C([H])([H])C([H])([H])C(=O)ON2C(=O)C([H])([H])C([H])([H])C2=O)c2c([H])c([H])c([H])c([H])c21,404.42,83.99,0,5,4,3.09
mol_4694,PubChem,44206137,-7.471,9,11,[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(C(=O)N([H])[H])N([H])C(=O)c2nn(C([H])([H])C3([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],404.51,90.01,2,3,7,3.44
mol_731,PubChem,176476410,-7.696,9,11,[H]C(=C1C([H])([H])C([H])([H])[C@@]2([H])[C@]1(C([H])([H])[H])C([H])([H])C([H])=C1[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(OC(=O)c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]12[H])C([H])([H])[H],404.59,26.3,0,2,5,7.12
mol_553,PubChem,176476409,-7.695,9,11,[H]C(=C1C([H])([H])C([H])([H])[C@@]2([H])[C@]1(C([H])([H])[H])C([H])([H])C([H])=C1[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(OC(=O)c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])[C@@]3([H])C([H])([H])C([H])([H])[C@@]12[H])C([H])([H])[H],404.59,26.3,0,2,5,7.12
mol_3551,PubChem,137528647,-7.015,9,0,[H]c1nc([H])c2sc([C@@](Cl)(C([H])([H])[H])C([H])([H])C(=O)[O-])c([H])c2c1-c1c([H])c([H])c(C#N)c2c([H])c([H])c([H])c([H])c12,405.89,76.81,0,5,5,4.58
mol_3936,PubChem,86655534,-7.058,9,17,[H]C(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c1c([H])n(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c12)=C([H])c1c([H])c([H])c([H])c([H])c1F,407.46,74.16,1,3,10,3.07
mol_4109,PubChem,11729251,-7.287,9,22,[H]c1c([H])c(C(F)(F)F)c([H])c(C([H])([H])N([H])C(=O)c2c([H])c(C([H])([H])[C@@]([H])(C(=O)[O-])C([H])([H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])c1[H],408.4,78.46,1,4,10,2.96
mol_1017,PubChem,10341445,-7.471,9,33,[H]c1c([H])c(C([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])[H])c([H])c(C(=O)N([H])C([H])([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c1OC([H])([H])[H],408.4,78.46,1,4,10,2.96
mol_967,PubChem,10341444,-7.259,9,22,[H]c1c([H])c(C([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])[H])c([H])c(C(=O)N([H])C([H])([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c1OC([H])([H])[H],408.4,78.46,1,4,10,2.96
mol_4031,PubChem,9822766,-7.223,9,22,[H]c1c([H])c(C([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])[H])c([H])c(C(=O)N([H])C([H])([H])c2c([H])c([H])c(C(F)(F)F)c([H])c2[H])c1OC([H])([H])[H],408.4,78.46,1,4,10,2.96
mol_404,PubChem,127615,-7.185,9,11,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12,409.46,85.02,2,3,6,3.15
mol_1500,PubChem,3153492,-7.167,9,0,[H]c1oc(C2=NN(C(=O)C([H])([H])C([H])([H])C(=O)[O-])[C@@]([H])(c3c(Cl)nc4c([H])c(C([H])([H])[H])c([H])c([H])c4c3[H])C2([H])[H])c([H])c1[H],410.84,98.83,0,6,6,3.0
mol_948,PubChem,136094912,-7.208,9,11,[H]c1c([H])c([H])c(-c2nc(N([H])[H])c(C#N)c(-c3c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])c3[H])c2[H])c([O-])c1[H],414.42,154.99,2,7,8,1.8
mol_542,PubChem,46191616,-7.64,9,11,[H]O[C@]1(C(F)(F)F)c2c([H])c([H])c([H])c([H])c2-c2c(-c3c([H])nn(C([H])([H])C([H])([H])C([H])([H])C(=O)[O-])c3[H])c([H])c(C([H])([H])[H])c([H])c21,415.39,78.18,1,4,7,3.17
mol_2436,PubChem,91932203,-7.409,9,17,[H]O[C@]([H])(C(=O)N([H])c1c([H])c([H])c([H])c(-c2c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])nc(N([H])[H])c2C#N)c1[H])C([H])([H])C([H])([H])C(=O)[O-],415.43,152.16,3,7,9,1.7
mol_1486,PubChem,74681797,-7.517,9,11,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])[C@@]([H])(C(=O)[O-])C([H])([H])C([H])([H])c1c([H])c([H])c([O-])c([H])c1[H],415.44,101.52,1,5,7,2.35
mol_1759,PubChem,156757811,-7.643,9,17,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@]([H])(C(=O)[O-])N([H])C(=O)OC([H])([H])C2([H])c3c([H])c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c32)c([O-])c1[H],415.44,101.52,1,5,7,2.35
mol_3171,PubChem,15517941,-7.141,9,0,[H]c1c([H])c([H])c(N=Nc2c([H])c([H])c(C(=O)N([H])[C@@]([H])(C(=O)C(=O)OC([H])([H])[H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])c([H])c1[H],415.45,97.19,1,6,9,4.19
mol_2170,PubChem,9888213,-7.053,9,17,[H]c1c([H])c([H])c(-c2c([H])c([H])c(C([H])([H])N([H])C(=O)c3c([H])c(C([H])([H])[C@@]([H])(C(=O)[O-])C([H])([H])C([H])([H])[H])c([H])c([H])c3OC([H])([H])[H])c([H])c2[H])c([H])c1[H],416.5,78.46,1,4,11,3.61
mol_3027,PubChem,53875213,-7.011,9,17,[H]c1nc([C@@]([H])(OC(=O)C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])nc(N2C([H])([H])c3nc(C([H])([H])[H])nc(-c4c([H])c([H])c([H])c([H])c4[H])c3C([H])([H])C2([H])[H])c1[H],417.51,81.1,0,7,9,4.21
mol_402,PubChem,16399584,-7.774,9,0,[H]c1c([O-])c(C([H])([H])[H])c2oc(=O)c([H])c(C([H])([H])C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])c3c([H])n([H])c4c([H])c([H])c([H])c([H])c34)c2c1[H],418.4,138.29,2,6,7,0.68
mol_3395,PubChem,138108102,-7.434,9,0,[H]c1c([H])c([H])c(C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])N([H])C(=O)OC([H])([H])C2([H])c3c([H])c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c32)c(F)c1[H],418.44,78.46,1,4,7,3.42
mol_3361,PubChem,2761576,-7.57,9,28,[H]c1c([H])c([H])c(C([H])([H])[C@@]([H])(N([H])C(=O)OC([H])([H])C2([H])c3c([H])c([H])c([H])c([H])c3-c3c([H])c([H])c([H])c([H])c32)C([H])([H])C(=O)[O-])c(F)c1[H],418.44,78.46,1,4,7,3.42
