Ligand,Source,SourceID,Affinity,TotalModes,SimScore,SMILES,MW,TPSA,HBD,HBA,RotB,LogP
mol_2551,PubChem,57722988,-7.029,9,28,[H]c1nc2c([H])c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3F)c2c([H])c1[H],223.25,12.89,0,1,1,4.04
mol_1035,PubChem,42639865,-7.412,9,0,[H]O[C@@]([H])(c1nc2c(c([H])c1[H])c([H])c([H])c1c([H])c([H])c([H])c([H])c12)C([H])([H])[H],223.28,33.12,1,2,3,3.44
mol_482,PubChem,74834175,-7.397,9,0,[H]O[C@@]([H])(c1nc2c(c([H])c1[H])c([H])c([H])c1c([H])c([H])c([H])c([H])c12)C([H])([H])[H],223.28,33.12,1,2,3,3.44
mol_4803,PubChem,163317845,-7.113,9,22,[H]c1nn(C([H])([H])[H])c(-c2c([H])c([H])c([H])c3nc(C([H])([H])[H])c([H])c([H])c23)c1[H],223.28,30.71,0,2,3,2.94
mol_1431,PubChem,97627667,-7.103,9,6,[H]c1c(C([H])([H])N([H])[H])c([H])c2c(=O)c([H])c(C([H])(F)F)n([H])c2c1[H],224.21,58.88,2,2,3,1.92
mol_3998,PubChem,57376175,-7.143,9,11,[H]c1c([H])c([H])c2c3c(c4c(c2c1[H])C(=O)OC4=O)C([H])([H])C3([H])[H],224.22,43.37,0,3,0,2.25
mol_3053,PubChem,139628532,-7.178,9,28,[H]C1=C([H])C(=O)N(c2c([H])c([H])nc3c([H])c([H])c([H])c([H])c23)C1=O,224.22,50.27,0,3,1,1.66
mol_3478,PubChem,15249400,-7.049,9,6,[H]c1nc2c(c([H])c1[H])c([H])c([H])c1c([H])c([H])c([N+](=O)[O-])c([H])c12,224.22,56.03,0,3,1,3.3
mol_1691,PubChem,28502501,-7.263,9,28,[H]C1=C([H])C(=O)N(c2c([H])c([H])c([H])c3nc([H])c([H])c([H])c23)C1=O,224.22,50.27,0,3,1,1.66
mol_3591,PubChem,163955504,-7.05,9,22,[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1nc([N+](=O)[O-])c([H])c([H])c12,224.22,56.03,0,3,1,3.3
mol_1563,PubChem,240646,-7.315,9,17,[H]C1=C([H])C(=O)N(c2c([H])c([H])c([H])c3c([H])c([H])c([H])nc23)C1=O,224.22,50.27,0,3,1,1.66
mol_261,PubChem,129785697,-7.43,9,0,[H]c1c([N+](=O)[O-])nc2c(c1[H])c([H])c([H])c1c([H])c([H])c([H])c([H])c12,224.22,56.03,0,3,1,3.3
mol_2052,PubChem,177766042,-7.189,9,6,[H]c1nc([H])c2c(n1)c([H])nc1c([H])c([H])c(C(=O)N([H])[H])c([H])c12,224.22,81.76,1,4,1,1.28
mol_1556,PubChem,67756308,-7.262,9,6,[H]c1nc2c([H])c([H])c3c([H])c([H])c([N+](=O)[O-])c([H])c3c2c([H])c1[H],224.22,56.03,0,3,1,3.3
mol_4291,PubChem,16108984,-7.101,9,22,[H]c1nc(F)c(-c2c([H])c([H])nc3c([H])c([H])c([H])c([H])c23)c([H])c1[H],224.24,25.78,0,2,1,3.44
mol_1093,PubChem,11579478,-7.178,9,17,[H]c1c([H])c([H])c2c([H])c([H])c(-c3c(C([H])([H])[H])[n-]n([H])c3=O)nc2c1[H],224.24,59.85,1,2,2,1.86
mol_1835,PubChem,154848906,-7.301,9,22,[H]c1nc2c([H])c([H])c([H])c(-c3c([H])nc([H])c(F)c3[H])c2c([H])c1[H],224.24,25.78,0,2,1,3.44
mol_2253,PubChem,154848901,-7.18,9,17,[H]c1nc2c(-c3c([H])nc([H])c(F)c3[H])c([H])c([H])c([H])c2c([H])c1[H],224.24,25.78,0,2,1,3.44
mol_4444,PubChem,10242727,-7.07,9,0,[H]C1=C([H])[C@@]2([H])[C@]3(OC(=O)C(c4c([H])c([H])c([H])c([H])c4[H])=C3[H])[C@@]2([H])C1([H])[H],224.26,26.3,0,2,1,2.57
mol_3308,PubChem,10036568,-7.088,9,22,[H]C1=C([H])[C@@]2([H])[C@]3(OC(=O)C(c4c([H])c([H])c([H])c([H])c4[H])=C3[H])[C@@]2([H])C1([H])[H],224.26,26.3,0,2,1,2.57
mol_2861,PubChem,22616376,-7.183,9,17,[H]C1=C(C([H])([H])c2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2[H])C(=O)OC1([H])[H],224.26,26.3,0,2,2,2.87
mol_2814,PubChem,3504521,-7.092,9,6,[H]c1c([H])c([H])c([C@]2([H])C(=O)Oc3c([H])c([H])c(C([H])([H])[H])c([H])c32)c([H])c1[H],224.26,26.3,0,2,2,3.05
mol_4246,PubChem,101848349,-7.626,9,28,[H]C1=C([H])C([H])([H])[C@]([H])(c2c3c([H])c([H])c([H])c([H])c([H])c-3oc2=O)C([H])=C1[H],224.26,30.21,0,2,1,3.34
mol_2741,PubChem,136487032,-7.24,9,11,[H]c1c(C([H])(C([H])([H])[H])C([H])([H])[H])[n-]c2c(c1[H])c([H])c([H])c1nc(C([H])([H])[H])nc12,224.29,39.88,0,2,4,3.17
mol_3368,PubChem,21855747,-7.079,9,11,[H]c1c([H])c([H])c2c(nc([H])c3c(C([H])([H])[H])c(C([H])([H])C([H])([H])[H])n([H])c32)c1C([H])([H])[H],224.31,28.68,1,1,4,3.9
mol_1565,PubChem,70937616,-7.318,9,28,[H]c1c(C([H])([H])[H])nc2c([H])c([H])c3c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])n([H])c3c2c1[H],224.31,28.68,1,1,4,4.15
mol_3169,PubChem,82019212,-7.002,9,28,[H]c1c([H])c2c(c([H])c1Cl)C(=O)C([H])([H])[C@]([H])(C(=O)[O-])N2[H],224.62,69.23,1,4,1,0.46
mol_588,PubChem,117325154,-7.109,9,11,[H]c1nc2c([O-])c([H])c([H])c(-c3c([H])nn([H])c3N([H])[H])c2c([H])c1[H],225.23,90.65,2,4,2,1.28
mol_1550,PubChem,11543136,-7.285,9,22,[H]c1c([H])c([H])c2c([H])c([H])c(-c3c(N([H])[H])[n-]n([H])c3=O)nc2c1[H],225.23,85.87,2,3,2,1.13
mol_4069,PubChem,80521325,-7.048,9,6,[H]c1nc(-c2c(N([H])[H])n[n-]c2-c2c([H])oc([H])c2[H])c([H])c([H])c1[H],225.23,79.04,1,4,3,1.94
mol_646,PubChem,53642639,-7.259,9,22,[H]Oc1c([H])c([H])c([O-])n1-c1c([H])c([H])c([H])c2c([H])c([H])c([H])nc12,225.23,61.11,1,3,2,1.8
mol_4105,PubChem,82017379,-7.13,9,17,[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1c([H])c(C(=O)[N-]N([H])[H])oc12,225.23,70.33,1,3,2,2.97
mol_3159,PubChem,115035460,-7.065,9,6,[H]c1nc2c([H])c(C([H])([H])[H])c3c([H])c([H])c(C(=O)[O-])c([H])c3n2c1[H],225.23,57.43,0,3,2,1.16
mol_3425,PubChem,68940885,-7.129,9,11,[H]c1c(C(=O)C([H])([H])[H])c([H])c2c([n-]c(=O)c3c2c([H])c([H])n3[H])c1[H],225.23,64.03,1,2,2,1.84
mol_3505,PubChem,72810281,-7.067,9,11,[H]ON=C(c1oc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2c1[H])C([H])([H])[H],225.25,45.73,1,3,3,3.78
mol_3515,PubChem,459361,-7.025,9,0,[H]c1c(C(=O)C([H])([H])[H])c([H])c2c(oc3c([H])c(N([H])[H])c([H])c([H])c32)c1[H],225.25,56.23,1,3,3,3.37
mol_955,PubChem,10537170,-7.144,9,17,[H]c1oc(C2=C(c3c([H])c([H])c([H])c([H])c3[H])N([H])C(=O)C2([H])[H])c([H])c1[H],225.25,42.24,1,2,2,2.67
mol_1588,PubChem,81223871,-7.078,9,28,[H]c1nn([H])nc1[C@]([H])(c1c([H])c([H])c([H])c2c([H])c([H])c([H])nc12)N([H])[H],225.26,80.48,2,4,3,1.4
mol_2967,PubChem,123509361,-7.191,9,11,[H]C1=C([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2N1c1c([H])c([H])c([H])c(F)c1[H],225.27,3.24,0,1,1,4.03
mol_2220,PubChem,23007987,-7.067,9,0,[H]c1c([H])c([H])c2c([H])c3c(N([H])[H])[n-]nc3nc2c1C([H])(C([H])([H])[H])C([H])([H])[H],225.28,65.9,1,3,4,2.45
mol_930,PubChem,164671907,-7.075,9,0,[H]O[C@]([H])(c1nc2c(c([H])c1[H])C([H])([H])C([H])([H])c1c([H])c([H])c([H])c([H])c1-2)C([H])([H])[H],225.29,33.12,1,2,3,2.9
mol_2037,PubChem,13805373,-7.809,9,6,[H]c1c([H])c([H])c2c(c1[H])C1=C(C([H])([H])C([H])([H])C1([H])[H])C1(N2[H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],225.34,12.03,1,1,0,4.36
mol_4365,PubChem,59964382,-7.366,9,22,[H]c1c2c(c3c([H])c([H])c([H])c(C([H])([H])[H])c3c1[H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N2[H],225.34,12.03,1,1,3,4.28
mol_2651,PubChem,53212418,-7.341,9,6,[H]c1c([H])c([H])c2c([n-]c(=O)c3c([H])c(C(=O)[O-])n([H])c32)c1[H],226.19,87.09,1,3,1,0.0
mol_3259,PubChem,96602119,-7.115,9,6,[H]c1[n-]c2c(c([H])c([H])c3c([H])c(C(=O)[O-])n([H])c32)c(=O)c1[H],226.19,87.09,1,3,1,0.0
mol_4049,PubChem,132582230,-7.269,9,33,[H]c1nc2c([H])c([H])c(N3C(=O)N=NC3=O)c([H])c2c([H])c1[H],226.2,74.99,0,3,1,2.75
mol_1915,PubChem,153746809,-7.394,9,6,[H]C1=C([H])C([H])([H])c2c3c(c([H])c([H])c2=N1)=C([H])C([H])=C(C(=O)[O-])O3,226.21,61.72,0,4,1,-0.82
mol_1402,PubChem,122483599,-7.02,8,0,[H]c1oc(-c2c([H])c([H])c([H])c3c2C([H])([H])C(=O)[N-]C3=O)c([H])c1[H],226.21,61.38,0,3,1,2.54
mol_1846,PubChem,67109134,-7.27,9,6,[H]C1=C(C(=O)[O-])Oc2c(c([H])nc3c([H])c([H])c([H])c([H])c23)C1([H])[H],226.21,62.25,0,4,1,0.8
mol_1755,PubChem,54286325,-7.072,9,33,[H]c1nc2c([H])c([H])c(-c3c([O-])n([H])c(=O)n3[H])c([H])c2c([H])c1[H],226.22,84.6,2,3,1,0.99
mol_1738,PubChem,115035951,-7.346,9,6,[H]c1c(C(=O)[O-])c([H])c2c(c1[H])c(C([H])([H])[H])c([H])c1nnc([H])n12,226.22,70.32,0,4,2,0.55
mol_477,PubChem,117326361,-7.374,9,17,[H]c1nc2c([O-])c([H])c([H])c(-c3c([H])noc3N([H])[H])c2c([H])c1[H],226.22,88.0,1,5,2,1.55
mol_2592,PubChem,10036671,-7.368,9,6,[H]c1c(C([H])([H])[H])c([H])c2nc([H])c3c(=O)[n-]c(=O)n([H])c3c2c1[H],226.22,76.92,1,3,1,0.7
mol_1842,PubChem,22479981,-7.023,9,17,[H]c1oc([H])c(-c2n[n-]c3c([H])c([H])c(C(=O)N([H])[H])c([H])c23)c1[H],226.22,83.22,1,3,2,1.55
mol_4556,PubChem,14987951,-7.186,9,28,[H]c1c2c(c([H])c3[n-]c(N([H])C#N)nc13)C([H])([H])C([H])([H])C(=O)N2[H],226.22,91.91,2,4,1,0.97
mol_1624,PubChem,153943244,-7.527,9,22,[H]c1c([H])c([H])c2c([n-]c(=O)c3c([H])c(C(=O)N([H])[H])n([H])c32)c1[H],226.22,90.05,2,2,1,0.74
mol_2920,PubChem,497536,-7.067,9,0,[H]c1c([H])c([H])c2c(c1[H])C(=O)C(=O)c1c-2oc(C([H])([H])C([H])([H])[H])c1[H],226.23,47.28,0,3,2,2.89
mol_606,PubChem,23370190,-7.35,9,6,[H]c1oc([H])c(-c2c([H])c(=O)oc3c([H])c(C([H])([H])[H])c([H])c([H])c23)c1[H],226.23,43.35,0,3,2,3.36
mol_1647,PubChem,63968728,-7.224,9,28,[H]c1nc2c([C@@]([H])(c3nnn([H])n3)N([H])[H])c([H])c([H])c([H])c2c([H])c1[H],226.24,93.37,2,5,3,0.8
mol_2151,PubChem,21543662,-7.166,9,0,[H]c1c([H])c([H])c2c(c1[H])c([H])c([H])c1nnc(N([H])C(=O)C([H])([H])[H])n12,226.24,59.29,1,3,2,1.84
mol_1669,PubChem,58294607,-7.194,9,6,[H]c1nc2c(c([H])c1[H])-c1c([H])c([N+](=O)[O-])c([H])c([H])c1C([H])([H])C2([H])[H],226.24,56.03,0,3,1,2.76
mol_4659,PubChem,170710895,-7.163,9,11,[H]c1c(C(=O)N([H])[H])c([H])c2c(nc([H])c3c([H])nn(C([H])([H])[H])c32)c1[H],226.24,73.8,1,3,2,1.22
mol_620,PubChem,163382860,-7.301,9,0,[H]C1=c2c([H])nc3c([H])c([H])c(C(=O)N([H])[H])c([H])c3c2=C([H])C([H])([H])O1,226.24,65.21,1,3,1,-0.12
mol_3056,PubChem,104826615,-7.014,9,22,[H]c1nc2c(N([H])[H])c([H])c([H])c(-n3nnnc3C([H])([H])[H])c2c([H])c1[H],226.24,82.51,1,5,3,1.1
mol_1208,PubChem,69574079,-7.364,9,44,[H]c1nc2c([H])c([H])c([H])c(C3(C(=O)[N-]N([H])[H])C([H])([H])C3([H])[H])c2c([H])c1[H],226.26,70.08,1,3,3,2.04
mol_3864,PubChem,66927158,-7.011,9,33,[H]c1nc2c([H])c([H])c(C3(C(=O)[N-]N([H])[H])C([H])([H])C3([H])[H])c([H])c2c([H])c1[H],226.26,70.08,1,3,3,2.04
mol_651,PubChem,71282110,-7.985,9,6,[H]c1c([H])c([H])c2c3c(c([H])c([H])c2c1[H])C([H])([H])C([H])([H])[C@]([H])(C(=O)[O-])N3[H],226.26,52.16,1,3,1,1.32
mol_4471,PubChem,163014286,-7.013,9,0,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])Oc2c1c([O-])nc1c([H])c([H])c([H])c([H])c21,226.26,45.18,0,3,2,2.49
mol_121,PubChem,139491551,-7.68,9,0,[H]c1c([H])c([H])c2c3c(c([H])c([H])c2c1[H])C([H])([H])C([H])([H])[C@]([H])(C(=O)N([H])[H])N3[H],226.28,55.12,2,2,1,2.05
mol_2987,PubChem,129787590,-7.05,9,28,[H]c1c([H])c([H])c2c3c(c([H])c([H])c2c1[H])N([H])[C@@]([H])(C(=O)N([H])[H])C([H])([H])C3([H])[H],226.28,55.12,2,2,1,2.05
mol_1227,PubChem,136327180,-7.359,9,11,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2c1N([H])C([H])([H])c1c-2n[n-]c1C([H])([H])[H],226.3,39.02,1,2,4,3.06
mol_3598,PubChem,20665149,-7.428,9,6,[H]c1c2c(c3c([H])c([H])c([H])c([O-])c3c1[H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])N2[H],226.3,35.09,1,2,2,3.05
mol_2826,PubChem,24220865,-7.184,9,6,[H]c1c(C(=O)[O-])c([H])c2c(nc([H])c3c(=O)[n-]n([H])c32)c1[H],227.18,99.98,1,4,1,-0.6
mol_801,PubChem,70058178,-7.189,9,17,[H]c1nc2c3c(nnn3-c3oc([H])c([H])c3[H])nc([H])n2n1,227.19,86.93,0,6,1,0.45
mol_2030,PubChem,155124669,-7.265,9,33,[H]c1nc2c([H])c([H])c(-n3c(=O)[n-]n([H])c3=O)c([H])c2c([H])c1[H],227.2,81.85,1,3,1,0.03
mol_852,PubChem,15780550,-7.445,9,11,[H]c1oc([H])c(-c2c([H])c(=O)oc3c([H])c([O-])c([H])c([H])c23)c1[H],227.2,66.41,0,4,1,2.13
mol_1790,PubChem,115036518,-7.325,9,0,[H]c1c(C(=O)[O-])c([H])c2c(c1[H])c(C([H])([H])[H])c([H])c1nnnn12,227.2,83.21,0,5,2,-0.05
mol_4302,PubChem,175365522,-7.131,9,11,[H]c1oc([H])c(-c2c([O-])c(=O)oc3c([H])c([H])c([H])c([H])c23)c1[H],227.2,66.41,0,4,1,2.13
mol_1031,PubChem,106702916,-7.205,9,28,[H]c1nc2c(N3C(=O)N([H])C([H])([H])C3=O)c([H])c([H])c([H])c2c([H])c1[H],227.22,62.3,1,3,1,1.29
mol_978,PubChem,113219804,-7.132,9,11,[H]c1nc2c([H])c([H])c([H])c(N3C(=O)N([H])C([H])([H])C3=O)c2c([H])c1[H],227.22,62.3,1,3,1,1.29
mol_3676,PubChem,80523431,-7.014,9,6,[H]c1nc([H])c(-c2c(N([H])[H])noc2-c2oc([H])c([H])c2[H])c([H])c1[H],227.22,78.08,1,5,3,2.58
mol_285,PubChem,117328778,-7.37,9,6,[H]c1n[n-]c(N([H])[H])c1-c1c([H])c([H])c([H])c2c1N([H])C(=O)C([H])([H])C2([H])[H],227.25,82.11,2,3,2,1.17
mol_4307,PubChem,131886097,-7.059,9,11,[H]c1c([H])c([H])c2c([H])c([H])c(N3C(=O)C([H])([H])C(N([H])[H])=[N+]3[H])nc2c1[H],227.25,73.19,2,3,1,-0.68
mol_4656,PubChem,46914438,-7.093,9,0,[H]c1nc2c3c(c([H])c([H])c2c([H])c1[H])C(=O)C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])O3,227.26,39.19,0,3,2,2.98
mol_1640,PubChem,158119089,-7.488,9,17,[H]C1=C(c2c(C([H])([H])[H])n(C([H])([H])[H])c3c([H])c([H])c([H])c([H])c23)C(=O)OC1([H])[H],227.26,31.23,0,2,3,2.43
mol_3772,PubChem,115370867,-7.101,9,11,[H]c1nc2c([H])c([H])c([H])c(N3C(=O)N([H])C([H])([H])C([H])([H])C3([H])[H])c2c([H])c1[H],227.27,45.23,1,2,1,2.15
mol_476,PubChem,114988558,-7.427,9,11,[H]c1n[n-]c(N([H])[H])c1N1c2c([H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])C([H])([H])C1([H])[H],227.29,56.25,1,3,3,2.01
mol_4757,PubChem,142684524,-7.17,9,11,[H]c1c([H])c(C2=[N+]([H])N([H])C([H])([H])N2C([H])([H])[H])c2c([H])c([H])c(C([H])([H])[H])nc2c1[H],227.29,42.13,2,3,3,-0.22
mol_2954,PubChem,70257981,-7.267,9,6,[H]c1oc([H])c(-c2c([H])c([H])c([H])c3c2C([H])([H])C([H])([H])N(C([H])([H])[H])[C@]3([H])C([H])([H])[H])c1[H],227.31,16.38,0,2,3,3.5
mol_1392,PubChem,103965030,-7.184,9,0,[H]c1nc2c([H])c([H])c([H])c([H])c2c2c1N([H])C([H])([H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])[H])N2[H],227.31,36.95,2,3,3,3.24
mol_1636,PubChem,113359519,-7.243,9,0,[H]c1nc2c([H])c([H])c([H])c([H])c2c2c1N([H])C([H])([H])[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])N2[H],227.31,36.95,2,3,3,3.1
mol_2074,PubChem,5376614,-7.348,8,25,[H]c1c([O-])c([H])c2c(c1[H])c(=O)c([H])c(C(F)(F)F)n2[H],228.15,55.92,1,2,0,1.62
mol_2450,PubChem,615257,-7.347,9,22,[H]c1c([H])c([O-])c2c(c1[H])c(=O)c([H])c(C(F)(F)F)n2[H],228.15,55.92,1,2,0,1.62
mol_3438,PubChem,177709404,-7.339,9,11,[H]c1c([H])c([H])c2c([H])c3c(=O)n([O-])n([H])c(=O)c3nc2c1[H],228.19,90.81,1,4,0,0.58
mol_2407,PubChem,12884646,-7.4,9,11,[H]c1c([H])c([H])c2c(c1[H])c1c(c(=O)[n-]c(=O)n1[H])c(=O)n2[H],228.19,96.89,2,3,0,-0.31
mol_1708,PubChem,135566423,-7.104,9,6,[H]c1c([O-])c([H])c2nc3c(c([H])c2c1[H])c(=O)n([H])c(=O)n3[H],228.19,101.67,2,4,0,-0.16
mol_1866,PubChem,154427206,-7.715,9,11,[H]C1=C([H])[C@@](C(=O)[O-])(C([H])([H])[H])N([H])c2c([O-])c([H])c([H])c(C#N)c21,228.21,99.01,1,5,2,-0.42
mol_2374,PubChem,21473957,-7.193,9,11,[H]c1c(C([H])([H])[H])c(C([H])([H])[H])c([H])c2c1[n-]c(=O)c1c(=O)n([H])n([H])c12,228.23,79.82,2,2,2,0.94
mol_2261,PubChem,5249188,-7.171,8,0,[H]c1c([H])c([H])c2c(c1[H])C(=O)C(=O)C1=C2OC(C([H])([H])[H])(C([H])([H])[H])C1([H])[H],228.25,43.37,0,3,2,2.36
mol_973,PubChem,168528118,-7.134,9,0,[H]c1oc(-c2c([H])c([H])c([H])c3c2N([H])C(=O)N(C([H])([H])[H])C3([H])[H])c([H])c1[H],228.25,45.48,1,2,2,2.92
mol_4269,PubChem,7148469,-7.01,9,0,[H]C1=C([H])[C@@]2([H])c3c([H])c(C([H])([H])[H])c([H])c([H])c3N([H])[C@@]([H])(C(=O)[O-])[C@]2([H])C1([H])[H],228.27,52.16,1,3,2,1.2
mol_2255,PubChem,68637624,-7.044,9,0,[H]c1sc2c([H])c([H])c3c([H])c([H])c(C(=O)N([H])[H])nc3c2c1[H],228.28,55.98,1,3,1,2.55
mol_1340,PubChem,76951132,-7.205,9,22,[H]c1nc2c([H])c([H])c([H])c([C@]3([H])N([H])N([H])[C@@]([H])(N([H])[H])[C@@]3([H])C([H])([H])[H])c2c([H])c1[H],228.3,62.97,3,4,3,1.3
mol_3117,PubChem,101902063,-7.117,8,12,[H]c1nc2c([H])c(Cl)c([H])c([H])c2c(-c2c([H])c([H])c([H])n2[H])c1[H],228.68,28.68,1,1,1,3.88
mol_3278,PubChem,135423471,-7.105,9,0,[H]ON([H])C(=O)c1c([H])c2nnnn2c2c([H])c([H])c([H])c([H])c12,229.2,92.41,2,5,2,0.4
mol_3763,PubChem,176023570,-7.13,9,6,[H]c1oc(-c2nnc([H])n2-c2c([H])c([H])c(F)c([H])c2[H])c([H])c1[H],229.21,43.85,0,3,2,2.67
mol_2236,PubChem,90117445,-7.491,9,6,[H]C1=C2O[C@@]([H])(N([H])[H])C([H])=C2c2c([H])c([H])c([H])c(C(=O)[O-])c2N1[H],229.22,87.41,2,5,2,0.02
mol_3509,PubChem,135405742,-7.167,9,6,[H]O[N+]([H])=C(c1c([H])c2c([H])c([H])c([H])c([H])c2n2nnnc12)N([H])[H],229.22,103.3,3,4,2,-1.55
mol_3293,PubChem,136648932,-7.169,9,0,[H]O[N+]([H])=C(c1c([H])c2c([H])c([H])c([H])c([H])c2n2nnnc12)N([H])[H],229.22,103.3,3,4,2,-1.55
mol_152,PubChem,58852720,-7.27,9,6,[H]c1c(C([H])(F)F)nc2c(c1[H])c([H])c([H])c1c([H])c([H])c([H])c([H])c12,229.23,12.89,0,1,1,4.33
mol_2497,PubChem,129857134,-7.315,9,17,[H]C1=C(N([H])[H])C([H])([H])Oc2c([H])c([H])c([H])c(C3=C([H])C([H])([H])OC3=O)c21,229.24,61.55,1,4,2,1.32
mol_2011,PubChem,117330203,-7.137,9,17,[H]c1noc(N([H])[H])c1-c1c([H])c([H])c2c(c1[H])N([H])C(=O)C([H])([H])C2([H])[H],229.24,81.15,2,4,2,1.81
mol_3492,PubChem,21788673,-7.06,9,6,[H]c1c([H])c([H])c2c(c1[H])N([H])C(=O)[C@]1([H])[C@@]3(OC(=O)C3([H])[H])C([H])([H])[C@]21[H],229.24,55.4,1,3,0,1.43
mol_4599,PubChem,9173,-7.207,9,17,[H]c1nc2c([H])c([H])c3c4c([H])c([H])c([H])c([H])c4c([H])c([H])c3c2c([H])c1[H],229.28,12.89,0,1,0,4.54
mol_3905,PubChem,13051767,-7.111,9,17,[H]c1c2c(c3c(c1C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C3=O)C([H])([H])C([H])([H])C(=O)N2[H],229.28,46.17,1,2,1,2.4
mol_1736,PubChem,71408559,-7.228,9,22,[H]c1nc2c([H])c([H])c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3c2c([H])c1[H],229.28,12.89,0,1,0,4.54
mol_294,PubChem,117330833,-7.338,9,28,[H]c1noc(N([H])[H])c1-c1c([H])c([H])c([H])c2c1C([H])([H])C([H])([H])C([H])([H])N2C([H])([H])[H],229.28,55.29,1,4,3,2.31
mol_2393,PubChem,9179,-7.171,9,0,[H]c1nc2c([H])c([H])c3c([H])c4c([H])c([H])c([H])c([H])c4c([H])c3c2c([H])c1[H],229.28,12.89,0,1,0,4.54
mol_2635,PubChem,6451339,-7.096,9,17,[H]c1c([H])c([H])c2c(c([H])nc3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c32)c1[H],229.28,12.89,0,1,0,4.54
mol_1222,PubChem,11687263,-7.461,8,12,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])OC2=C1C(=O)N([H])[C@@]1([H])C([H])=C([H])C([H])=C([H])[C@@]21[H],229.28,38.33,1,2,2,1.85
mol_4413,PubChem,9174,-7.224,9,28,[H]c1nc2c(c([H])c1[H])c([H])c([H])c1c3c([H])c([H])c([H])c([H])c3c([H])c([H])c21,229.28,12.89,0,1,0,4.54
mol_1263,PubChem,11817066,-7.248,9,6,[H]c1c([H])c(C([H])([H])[H])c2c(c1C([H])([H])[H])N([H])C1(C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[C@@]2([H])C([H])([H])[H],229.37,12.03,1,1,3,4.54
mol_2152,PubChem,23370170,-7.097,8,6,[H]c1nc2c([H])c(Cl)c([H])c([H])c2c(-c2c([H])oc([H])c2[H])c1[H],229.67,26.03,0,2,1,4.15
mol_4354,PubChem,17993629,-7.113,9,0,[H]c1c([H])c2c(c(Cl)c1Cl)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C2([H])[H],230.14,12.03,1,1,2,4.13
mol_1659,PubChem,167350564,-7.224,9,0,[H]c1nnc(-c2c(F)c([H])c([H])c3[n-]c(=O)c([H])c([H])c23)o1,230.18,70.09,0,4,1,1.35
mol_922,PubChem,154296777,-7.217,9,6,[H]c1oc2c([H])c([H])c3c(c2c1[H])N([H])[C@]([H])(C(=O)[O-])C(=O)C3([H])[H],230.2,82.37,1,5,1,0.09
mol_656,PubChem,105489039,-7.331,9,0,[H]c1n[n-]c([H])c1[C@]1([H])c2c([H])c([H])c(F)c([H])c2N([H])C(=O)C1([H])[H],230.22,56.09,1,2,1,1.65
mol_1046,PubChem,105489035,-7.123,9,0,[H]c1n[n-]c([H])c1[C@@]1([H])c2c([H])c([H])c([H])c(F)c2N([H])C(=O)C1([H])[H],230.22,56.09,1,2,1,1.65
mol_1518,PubChem,18945241,-7.046,9,0,[H]c1oc([H])c(-c2c([H])c([H])c([H])c(C(=O)[N+]([H])=C(N([H])[H])N([H])[H])c2[H])c1[H],230.25,96.22,3,2,2,-0.56
mol_2155,PubChem,343670,-7.058,9,17,[H]c1nc2c([H])c([H])c3c4c([H])c([H])c([H])nc4c([H])c([H])c3c2c([H])c1[H],230.27,25.78,0,2,0,3.94
mol_658,PubChem,24180227,-7.604,9,0,[H]c1c([H])c(C([H])([H])[H])c([H])c2c1N([H])C(=O)[C@@]1([H])C([H])([H])C(=O)N([H])[C@@]21C([H])([H])[H],230.27,58.2,2,2,2,1.3
mol_112,PubChem,133658707,-7.996,9,28,[H]c1nc2c([C@]([H])(N([H])[H])C3([H])N([H])N([H])N([H])N3[H])c([H])c([H])c([H])c2c([H])c1[H],230.28,87.03,5,6,3,-0.32
mol_4342,PubChem,67476678,-7.023,9,0,[H]c1c(OC([H])([H])[H])c(C([H])([H])[H])c2[n-]c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(=O)c2c1[H],230.29,40.4,0,2,6,2.6
